iteration,WindOffshore,GasTurbine,Baseload,Peak,WindOnshore,SolarPanels,TypeC,TypeA,TypeB
53,2.5430813764969145,0.1320011090470269,0.1320011090470269,0.1320011090470269,2.3909362702268133,2.4970802553086515,-2.6090637575759614,-2.6090637575759614,-2.6090637575759614
54,2.543083218955873,0.13200295150368888,0.13200295150368888,0.13200295150368888,2.390938112684133,2.4970820977848045,-2.609061915119299,-2.609061915119299,-2.609061915119299
55,2.5430847221252875,0.13200445465992697,0.13200445465992697,0.13200445465992697,2.390939615844472,2.4970836009610813,-2.609060411963061,-2.609060411963061,-2.609060411963061
56,2.54308594860733,0.13200568099762097,0.13200568099762097,0.13200568099762097,2.390940842213751,2.4970848273509265,-2.6090591856253664,-2.6090591856253664,-2.6090591856253664
57,2.543086949235597,0.13200668147506212,0.13200668147506212,0.13200668147506212,2.39094184271784,2.497085827988469,-2.6090581851479255,-2.6090581851479255,-2.6090581851479255
58,2.5430877654505473,0.13200749768917153,0.13200749768917153,0.13200749768917153,2.3909426589401344,2.497086644223973,-2.6090573689338163,-2.6090573689338163,-2.6090573689338163
59,2.543088431378938,0.13200816361713025,0.13200816361713025,0.13200816361713025,2.3909433248769028,2.4970873102027826,-2.6090567030058582,-2.6090567030058582,-2.6090567030058582
60,2.543088974675413,0.13200870690889213,0.13200870690889213,0.13200870690889213,2.3909438681904343,2.497087853494909,-2.6090561597140964,-2.6090561597140964,-2.6090561597140964
61,2.5430894179217596,0.1320091501521545,0.1320091501521545,0.1320091501521545,2.390944311439973,2.497088296741754,-2.609055716470834,-2.609055716470834,-2.609055716470834
62,2.5430897795861345,0.13200951177041187,0.13200951177041187,0.13200951177041187,2.3909446730647397,2.4970886583733405,-2.6090553548525763,-2.6090553548525763,-2.6090553548525763
63,2.543090074669725,0.13200980678829863,0.13200980678829863,0.13200980678829863,2.390944968087849,2.49708895339713,-2.6090550598346893,-2.6090550598346893,-2.6090550598346893
64,2.543090315373072,0.1320100474735669,0.1320100474735669,0.1320100474735669,2.390945208776948,2.497089194084228,-2.609054819149421,-2.609054819149421,-2.609054819149421
65,2.543090511743233,0.13201024383903873,0.13201024383903873,0.13201024383903873,2.3909454051462884,2.497089390451516,-2.6090546227839497,-2.6090546227839497,-2.6090546227839497
66,2.5430906719607154,0.13201040404393313,0.13201040404393313,0.13201040404393313,2.3909455653615597,2.4970895506592377,-2.6090544625790555,-2.6090544625790555,-2.6090544625790555
67,2.5430908026788184,0.13201053474428545,0.13201053474428545,0.13201053474428545,2.390945696076105,2.4970896813637204,-2.6090543318787027,-2.6090543318787027,-2.6090543318787027
68,2.5430909093171272,0.13201064137348523,0.13201064137348523,0.13201064137348523,2.3909458027165154,2.4970897879938216,-2.609054225249503,-2.609054225249503,-2.609054225249503
69,2.5430909963405197,0.1320107283669487,0.1320107283669487,0.1320107283669487,2.390945889711613,2.4970898749906048,-2.6090541382560395,-2.6090541382560395,-2.6090541382560395
70,2.5430910673383917,0.13201079933817478,0.13201079933817478,0.13201079933817478,2.3909459607107335,2.497089945964572,-2.6090540672848133,-2.6090540672848133,-2.6090540672848133
71,2.5430911027667826,0.1320108347278313,0.1320108347278313,0.1320108347278313,2.3909459961061126,2.497089981356022,-2.6090540318951563,-2.6090540318951563,-2.6090540318951563
72,2.5430911516409207,0.13201088360037816,0.13201088360037816,0.13201088360037816,2.390946044984588,2.497090030232212,-2.6090539830226094,-2.6090539830226094,-2.6090539830226094
73,2.54309117724536,0.13201090920060649,0.13201090920060649,0.13201090920060649,2.3909460705918426,2.497090055837263,-2.609053957422381,-2.609053957422381,-2.609053957422381
74,2.543091213052044,0.13201094499900107,0.13201094499900107,0.13201094499900107,2.390946106397013,2.4970900916395005,-2.6090539216239867,-2.6090539216239867,-2.6090539216239867
75,2.5430912318207377,0.1320109637648136,0.1320109637648136,0.1320109637648136,2.3909461251695436,2.49709011040896,-2.6090539028581743,-2.6090539028581743,-2.6090539028581743
76,2.543091258071596,0.13201099001288047,0.13201099001288047,0.13201099001288047,2.390946151422596,2.4970901366597635,-2.6090538766101075,-2.6090538766101075,-2.6090538766101075
77,2.54309127184228,0.1320110037730131,0.1320110037730131,0.1320110037730131,2.3909461652027675,2.4970901504218315,-2.609053862849975,-2.609053862849975,-2.609053862849975
78,2.5430912910865735,0.13201102301668652,0.13201102301668652,0.13201102301668652,2.390946184462696,2.497090169666529,-2.6090538436063015,-2.6090538436063015,-2.6090538436063015
79,2.543091301175218,0.13201103310479445,0.13201103310479445,0.13201103310479445,2.3909461945643296,2.4970901797552814,-2.609053833518194,-2.609053833518194,-2.609053833518194
80,2.543091315286873,0.13201104721592874,0.13201104721592874,0.13201104721592874,2.3909462086846953,2.4970901938683085,-2.6090538194070594,-2.6090538194070594,-2.6090538194070594
81,2.543091322684627,0.1320110546132127,0.1320110546132127,0.1320110546132127,2.390946216089026,2.497090201267329,-2.6090538120097757,-2.6090538120097757,-2.6090538120097757
82,2.5430913330326836,0.13201106496028303,0.13201106496028303,0.13201106496028303,2.3909462264417236,2.4970902116152027,-2.6090538016627054,-2.6090538016627054,-2.6090538016627054
83,2.543091338457065,0.13201107038442494,0.13201107038442494,0.13201107038442494,2.3909462318729617,2.4970902170444016,-2.609053796238564,-2.609053796238564,-2.609053796238564
84,2.5430913429221724,0.13201107482747987,0.13201107482747987,0.13201107482747987,2.390946236323561,2.497090221490123,-2.609053791795509,-2.609053791795509,-2.609053791795509
85,2.5430913496938263,0.132011081595156,0.132011081595156,0.132011081595156,2.3909462430998545,2.4970902282586844,-2.6090537850278324,-2.6090537850278324,-2.6090537850278324
86,2.54309135326201,0.13201108516303206,0.13201108516303206,0.13201108516303206,2.3909462466742424,2.4970902318266144,-2.6090537814599566,-2.6090537814599566,-2.6090537814599566
87,2.54309135618959,0.13201108809041154,0.13201108809041154,0.13201108809041154,2.3909462496107157,2.4970902347608743,-2.6090537785325774,-2.6090537785325774,-2.6090537785325774
88,2.5430913587884825,0.13201109068918518,0.13201109068918518,0.13201109068918518,2.3909462522275637,2.4970902373651254,-2.6090537759338037,-2.6090537759338037,-2.6090537759338037
89,2.5430913611196218,0.1320110930202224,0.1320110930202224,0.1320110930202224,2.390946254575036,2.4970902397003294,-2.609053773602766,-2.609053773602766,-2.609053773602766
90,2.5430913632146277,0.13201109511478207,0.13201109511478207,0.13201109511478207,2.3909462566731756,2.4970902417997616,-2.6090537715082065,-2.6090537715082065,-2.6090537715082065
91,2.5430913650986366,0.1320110969982752,0.1320110969982752,0.1320110969982752,2.390946258559849,2.497090243687422,-2.609053769624713,-2.609053769624713,-2.609053769624713
92,2.5430913668054083,0.13201109869117225,0.13201109869117225,0.13201109869117225,2.3909462602539606,2.4970902453863815,-2.6090537679318158,-2.6090537679318158,-2.6090537679318158
93,2.543091368344573,0.13201110021110826,0.13201110021110826,0.13201110021110826,2.3909462617763144,2.497090246912217,-2.60905376641188,-2.60905376641188,-2.60905376641188
94,2.543091369731318,0.1320111015760396,0.1320111015760396,0.1320111015760396,2.3909462631431464,2.4970902482819297,-2.6090537650469483,-2.6090537650469483,-2.6090537650469483
95,2.5430913709729728,0.1320111028022463,0.1320111028022463,0.1320111028022463,2.3909462643765482,2.4970902495126257,-2.609053763820741,-2.609053763820741,-2.609053763820741
96,2.5430913721359176,0.13201110390408702,0.13201110390408702,0.13201110390408702,2.3909462654791094,2.497090250614651,-2.6090537627189008,-2.6090537627189008,-2.6090537627189008
97,2.5430913731608205,0.13201110489021795,0.13201110489021795,0.13201110489021795,2.3909462665192014,2.497090251600886,-2.60905376173277,-2.60905376173277,-2.60905376173277
98,2.5430913740452428,0.13201110577201483,0.13201110577201483,0.13201110577201483,2.390946267403359,2.4970902524827587,-2.6090537608509736,-2.6090537608509736,-2.6090537608509736
99,2.5430913748470716,0.13201110657274356,0.13201110657274356,0.13201110657274356,2.390946268204362,2.497090253283544,-2.609053760050245,-2.609053760050245,-2.609053760050245
100,2.543091375569808,0.13201110729364868,0.13201110729364868,0.13201110729364868,2.3909462689253465,2.4970902540387088,-2.6090537593293397,-2.6090537593293397,-2.6090537593293397
101,2.5430913763127485,0.1320111079378544,0.1320111079378544,0.1320111079378544,2.3909462695696537,2.4970902546832034,-2.609053758685134,-2.609053758685134,-2.609053758685134
102,2.5430913768875563,0.13201110850912467,0.13201110850912467,0.13201110850912467,2.390946270140981,2.4970902552545606,-2.609053758113864,-2.609053758113864,-2.609053758113864
103,2.5430913774137767,0.13201110903119476,0.13201110903119476,0.13201110903119476,2.3909462706631768,2.4970902557768375,-2.6090537575917936,-2.6090537575917936,-2.6090537575917936
104,2.5430913778855135,0.13201110950123343,0.13201110950123343,0.13201110950123343,2.3909462711336067,2.497090256247138,-2.6090537571217554,-2.6090537571217554,-2.6090537571217554
105,2.54309137830963,0.13201110992395543,0.13201110992395543,0.13201110992395543,2.3909462715567105,2.497090256670115,-2.609053756699033,-2.609053756699033,-2.609053756699033
106,2.5430913786910017,0.13201111030391216,0.13201111030391216,0.13201111030391216,2.390946271936949,2.497090257050319,-2.6090537563190765,-2.6090537563190765,-2.6090537563190765
107,2.543091379032562,0.13201111064538584,0.13201111064538584,0.13201111064538584,2.390946272278699,2.497090257392033,-2.609053755977603,-2.609053755977603,-2.609053755977603
108,2.5430913793400163,0.13201111095240645,0.13201111095240645,0.13201111095240645,2.390946272585989,2.4970902576992877,-2.6090537556705824,-2.6090537556705824,-2.6090537556705824
109,2.543091379617166,0.1320111112283072,0.1320111112283072,0.1320111112283072,2.390946272862152,2.4970902579754166,-2.6090537553946813,-2.6090537553946813,-2.6090537553946813
110,2.5430913798875743,0.132011111476167,0.132011111476167,0.132011111476167,2.390946273110239,2.497090258223499,-2.6090537551468214,-2.6090537551468214,-2.6090537551468214
111,2.543091380153114,0.13201111169655957,0.13201111169655957,0.13201111169655957,2.390946273330855,2.4970902584441093,-2.609053754926429,-2.609053754926429,-2.609053754926429
112,2.5430913805123256,0.13201111189165562,0.13201111189165562,0.13201111189165562,2.390946273526171,2.497090258639418,-2.6090537547313333,-2.6090537547313333,-2.6090537547313333
113,2.5430913807591566,0.13201111205312147,0.13201111205312147,0.13201111205312147,2.390946273687903,2.4970902588010926,-2.6090537545698673,-2.6090537545698673,-2.6090537545698673
114,2.543091380922553,0.13201111220370493,0.13201111220370493,0.13201111220370493,2.3909462738387504,2.497090258951881,-2.6090537544192838,-2.6090537544192838,-2.6090537544192838
115,2.5430913810669313,0.13201111234677065,0.13201111234677065,0.13201111234677065,2.3909462739820784,2.4970902590951476,-2.6090537542762178,-2.6090537542762178,-2.6090537542762178
116,2.5430913811988107,0.13201111247734137,0.13201111247734137,0.13201111247734137,2.3909462741128973,2.497090259225916,-2.609053754145647,-2.609053754145647,-2.609053754145647
117,2.543091381316783,0.13201111259489579,0.13201111259489579,0.13201111259489579,2.3909462742306973,2.497090259343662,-2.6090537540280923,-2.6090537540280923,-2.6090537540280923
118,2.5430913814824985,0.13201111270065014,0.13201111270065014,0.13201111270065014,2.390946274336517,2.4970902594496014,-2.6090537539223377,-2.6090537539223377,-2.6090537539223377
119,2.5430913815737917,0.13201111278916877,0.13201111278916877,0.13201111278916877,2.3909462744296754,2.497090259538815,-2.6090537538338188,-2.6090537538338188,-2.6090537538338188
120,2.543091381660605,0.13201111287312645,0.13201111287312645,0.13201111287312645,2.3909462745189356,2.4970902596235,-2.609053753749861,-2.609053753749861,-2.609053753749861
121,2.5430913817389076,0.1320111129489053,0.1320111129489053,0.1320111129489053,2.390946274600339,2.497090259700032,-2.609053753674082,-2.609053753674082,-2.609053753674082
122,2.5430913818090466,0.13201111301695542,0.13201111301695542,0.13201111301695542,2.3909462746740875,2.497090259768854,-2.609053753606032,-2.609053753606032,-2.609053753606032
123,2.543091381908698,0.13201111307805713,0.13201111307805713,0.13201111307805713,2.39094627473632,2.4970902598311477,-2.6090537535449307,-2.6090537535449307,-2.6090537535449307
124,2.5430913819614878,0.13201111312932462,0.13201111312932462,0.13201111312932462,2.3909462747884693,2.49709025988373,-2.6090537534936633,-2.6090537534936633,-2.6090537534936633
125,2.543091382047692,0.13201111321472592,0.13201111321472592,0.13201111321472592,2.390946274874874,2.4970902599700704,-2.609053753408262,-2.609053753408262,-2.609053753408262
126,2.5430913821275962,0.13201111325987122,0.13201111325987122,0.13201111325987122,2.3909462749208474,2.4970902600160962,-2.6090537533631166,-2.6090537533631166,-2.6090537533631166
127,2.543091382199153,0.132011113293191,0.132011113293191,0.132011113293191,2.390946274959514,2.4970902600501566,-2.609053753329797,-2.609053753329797,-2.609053753329797
128,2.5430913822290315,0.13201111332110047,0.13201111332110047,0.13201111332110047,2.3909462749874963,2.497090260082926,-2.6090537533018874,-2.6090537533018874,-2.6090537533018874
129,2.543091382349436,0.13201111334963028,0.13201111334963028,0.13201111334963028,2.3909462750164443,2.497090260112213,-2.6090537532733573,-2.6090537532733573,-2.6090537532733573
130,2.5430913824345978,0.132011113344826,0.132011113344826,0.132011113344826,2.390946275012285,2.497090260108472,-2.609053753278162,-2.609053753278162,-2.609053753278162
131,2.5430913824296435,0.13201111333645818,0.13201111333645818,0.13201111333645818,2.390946275004258,2.497090260100882,-2.6090537532865294,-2.6090537532865294,-2.6090537532865294
132,2.5430913824759167,0.13201111337738403,0.13201111337738403,0.13201111337738403,2.390946275045527,2.497090260143365,-2.6090537532456035,-2.6090537532456035,-2.6090537532456035
133,2.5430913825036634,0.1320111134001504,0.1320111134001504,0.1320111134001504,2.3909462750688104,2.4970902601675675,-2.6090537532228373,-2.6090537532228373,-2.6090537532228373
134,2.5430913825264803,0.13201111341901392,0.13201111341901392,0.13201111341901392,2.3909462750881727,2.497090260187645,-2.609053753203974,-2.609053753203974,-2.609053753203974
135,2.5430913825457173,0.1320111134358595,0.1320111134358595,0.1320111134358595,2.390946275105342,2.4970902602055367,-2.6090537531871285,-2.6090537531871285,-2.6090537531871285
136,2.5430913825630794,0.13201111345114006,0.13201111345114006,0.13201111345114006,2.3909462751211725,2.4970902602218414,-2.609053753171848,-2.609053753171848,-2.609053753171848
137,2.5430913825787163,0.13201111346486294,0.13201111346486294,0.13201111346486294,2.3909462751354287,2.4970902602371083,-2.609053753158125,-2.609053753158125,-2.609053753158125
138,2.543091382592735,0.13201111347712136,0.13201111347712136,0.13201111347712136,2.3909462751482056,2.4970902602508858,-2.609053753145867,-2.609053753145867,-2.609053753145867
139,2.543091382607839,0.13201111348811156,0.13201111348811156,0.13201111348811156,2.3909462751597292,2.497090260262908,-2.609053753134876,-2.609053753134876,-2.609053753134876
140,2.54309138262145,0.13201111349774067,0.13201111349774067,0.13201111349774067,2.390946275169687,2.4970902602730756,-2.609053753125247,-2.609053753125247,-2.609053753125247
141,2.543091382633899,0.13201111350640166,0.13201111350640166,0.13201111350640166,2.3909462751788886,2.497090260282254,-2.609053753116586,-2.609053753116586,-2.609053753116586
142,2.543091382643754,0.13201111351413822,0.13201111351413822,0.13201111351413822,2.3909462751871664,2.4970902602904865,-2.6090537531088493,-2.6090537531088493,-2.6090537531088493
143,2.543091382653036,0.13201111352122372,0.13201111352122372,0.13201111352122372,2.3909462751948145,2.4970902602983287,-2.6090537531017635,-2.6090537531017635,-2.6090537531017635
144,2.5430913826616233,0.13201111352753495,0.13201111352753495,0.13201111352753495,2.3909462752016752,2.497090260305371,-2.6090537530954525,-2.6090537530954525,-2.6090537530954525
145,2.5430913826788606,0.13201111353316142,0.13201111353316142,0.13201111353316142,2.3909462752073587,2.4970902603113974,-2.6090537530898263,-2.6090537530898263,-2.6090537530898263
146,2.543091382710983,0.13201111353292522,0.13201111353292522,0.13201111353292522,2.390946275217553,2.4970902603117615,-2.6090537530900626,-2.6090537530900626,-2.6090537530900626
147,2.543091382712015,0.13201111352855757,0.13201111352855757,0.13201111352855757,2.3909462752195654,2.4970902603083545,-2.60905375309443,-2.60905375309443,-2.60905375309443
148,2.5430913827248647,0.13201111353142356,0.13201111353142356,0.13201111353142356,2.3909462752260073,2.497090260312148,-2.6090537530915645,-2.6090537530915645,-2.6090537530915645
149,2.543091382732661,0.13201111353056277,0.13201111353056277,0.13201111353056277,2.390946275229782,2.4970902603126444,-2.609053753092425,-2.609053753092425,-2.609053753092425
150,2.5430913827770145,0.1320111135292671,0.1320111135292671,0.1320111135292671,2.3909462752315283,2.4970902603131764,-2.609053753093721,-2.609053753093721,-2.609053753093721
