iteration,WindOffshore,GasTurbine,Baseload,Peak,WindOnshore,SolarPanels,TypeC,TypeA,TypeD,TypeB
1,5.000000000004102,5.0000000000004015,5.0000000000004015,9.999999999998808,4.999999999999705,4.999999999987423,0.0,0.0,0.0,0.0
2,5.000000000033339,5.000000000006788,5.000000000301433,10.000000000001883,5.000000000017209,5.0000000000404645,4.770518993135458e-8,2.406705015107301e-9,-1.7069539688142827e-7,8.345931994091916e-9
3,4.9999999999992255,5.000000000007344,5.00000000023093,10.000000000005748,5.0000000000061755,5.0000000000019,7.912346351776853e-8,1.1298223854410972e-7,-2.035525162462026e-6,-2.2051142921812126e-6
4,4.999999999990505,5.0000000000030465,5.00000000001366,10.000000000007175,5.000000000005892,5.000000000001262,2.1090715246803635e-8,1.721349005520426e-7,-3.198475120241893e-7,-4.57639033829815e-8
5,4.999999999994665,5.0000000000223634,5.000000000014567,10.000000000006493,5.000000000007614,5.000000000001085,1.0162984117388175e-7,5.748584368491948e-7,-2.3804513153092236e-8,-3.695096072124326e-7
6,4.999999999999427,5.0000000000968114,5.000000000003563,9.999999999997346,4.999999999997464,4.999999999987659,3.517508543469662e-8,4.824897668240505e-8,-2.3110737069733732e-7,-2.361542806108369e-7
7,4.999999999999269,5.000000000009574,5.000000000000381,9.999999999997158,4.999999999996368,4.999999999984712,3.966349414986518e-8,1.819297178636874e-7,-3.658387610309941e-7,-2.0247003781140914e-7
8,4.999999999999259,5.000000000137089,4.999999999996683,9.999999999994019,4.999999999995697,4.999999999982383,4.775462675422513e-8,1.3886200751509915e-7,-4.47573388110505e-9,-2.1916028789319216e-7
9,4.999999999999203,5.000000000086854,4.9999999999969775,9.999999999996868,4.999999999998488,4.999999999979556,5.2756328416962706e-8,1.5815430162728063e-7,-2.762328618206855e-7,-1.2828831991331432e-7
10,4.99999999999915,5.000000000044176,4.999999999996288,9.999999999995994,4.999999999991136,4.999999999996472,8.327746234982428e-9,6.42812337805208e-8,-6.235676831735185e-8,-3.503056628957184e-5
11,4.9999999999990985,5.000000000031183,4.999999999998808,9.999999999996858,4.999999999988033,4.999999999992394,1.727947290785862e-8,1.3059861887366542e-7,7.489086742868319e-9,-1.0254939828880497e-9
12,4.999999999998991,5.000000000106797,4.999999999980109,9.999999999994683,4.999999999998533,4.999999999993144,2.3034075948326915e-8,1.3134629825648033e-8,-6.870765721484602e-7,-9.472302763715548e-9
13,4.9999999999986,5.000000000034972,4.99999999999076,9.999999999990457,4.999999999993007,4.999999999989721,1.1742795798180165e-8,1.3444684662658507e-8,-2.0098395741777743e-5,-2.4624125407250206e-9
14,4.999999999998594,5.000000000026595,4.999999999994933,9.999999999999329,4.9999999999860645,4.999999999967841,-3.986926028402489e-9,2.2088047469893077e-8,-8.506260281476068e-6,-9.591690837317283e-8
15,4.999999999998584,5.000000000025057,4.999999999993374,9.999999999999737,4.999999999994078,4.9999999999950155,2.922628634354964e-8,5.942806270819363e-8,-9.717240961343709e-7,4.3090163318273444e-8
16,4.9999999999916644,5.0000000000047065,4.99999999998368,10.000000000001103,4.999999999985227,4.999999999957578,-3.5904845971119743e-8,1.5675788471608823e-8,-3.110342911636452e-8,1.2617600988723569e-8
17,4.999999999983856,5.00000000000578,4.999999999997798,10.000000000001137,4.99999999998944,4.999999999957176,3.1305037175164114e-8,2.797710307525741e-6,-1.9696391546853971e-7,-1.4177425982136939e-8
18,4.999999999991406,5.00000000000749,4.999999999997622,10.000000000000597,4.99999999998884,4.9999999999602,-1.3706253374929873e-8,7.5162132348641e-8,-9.217639055847126e-8,-2.7698563597552173e-8
19,4.999999999982038,5.000000000011804,4.999999999996262,9.999999999999483,4.999999999987226,4.999999999962589,1.8640791735865022e-8,5.389330355954662e-7,-3.289060861932832e-8,-1.897814520771442e-9
