CVAR_WindOffshore,CVAR_GasTurbine,CVAR_Baseload,CVAR_Peak,CVAR_WindOnshore,CVAR_SolarPanels
1296.6795383903345,2849.8844085081073,4089.285172981421,-0.6382109841415513,720.1267775244232,425.6778403633807
