Generator;2018_base;2018_high;2018_low;2021_base;2021_high;2021_low;2022_base;2022_high;2022_low
WindOffshore;1.6510739442310296e-7;2.65793903508893e-6;1.209667698276462e-5;1.9894011984433746e-6;7.391020062641473e-8;1.7877538027732953e-6;1.9544963834050577e-5;3.484783519525081e-7;9.269236215914134e-6
GasTurbine;3.265768100391142e-7;2.8237457172508584e-6;1.225120013259584e-5;2.180427145503927e-6;2.6150064513785765e-7;2.0017359929624945e-6;1.976251860469347e-5;5.923500339122256e-7;9.442205737286713e-6
Baseload;1.6571993910474703e-7;2.6576863092486747e-6;1.2098174011043739e-5;1.9906101442757063e-6;7.640210242243484e-8;1.7883567124954425e-6;1.954409344762098e-5;3.493005351629108e-7;9.268680059904e-6
Peak;2.50271666146773e-6;2.160787744287518e-6;1.4754770106151227e-5;4.480626557779033e-6;1.211490825880901e-6;3.9326721434918e-6;1.2330535867022263e-5;9.145660442300141e-7;9.622232596484537e-6
WindOnshore;1.6541298464289866e-7;2.657876393641345e-6;1.2096621730961488e-5;1.9895440743766812e-6;7.388291578536155e-8;1.787819265075541e-6;1.9544700990081765e-5;3.4813092497643083e-7;9.269178463000571e-6
SolarPanels;1.653780206962302e-7;2.658073453926102e-6;1.209654610426599e-5;1.98955971376924e-6;7.40107158891945e-8;1.7877694463170474e-6;1.9544649906957923e-5;3.4830353812242976e-7;9.269279139817932e-6
