VAR_WindOffshore,VAR_GasTurbine,VAR_Baseload,VAR_Peak,VAR_WindOnshore,VAR_SolarPanels
65201.62839315233,149002.66006475856,309033.11829698156,35196.68682717689,25747.125599731502,64912.80564535322
