agent;weigthed_obj
TypeB;-202.82184495813416
TypeC;17.646828670184135
WindOffshore;-1241.125249793622
GasTurbine;-2766.758304347488
TypeA;-572.4777981972034
Baseload;-4004.9656401948887
Peak;0.005862020028871484
WindOnshore;-680.9378778165519
TypeD;17.652965198740418
SolarPanels;-421.6154005500921
