agent_type;agent;Q_cfd;Q_cfd_total;share_cfd;Q_cfd_bar;cfd_penalty;ζ_cfd;cfd_premium
Gen;WindOffshore;2.3223776909835538e-10;4.877408317931586;NaN;6.826472308043755e-5;1.2568311485864857e-8;-1.3496887692717507;-3.134368896049848e-10
Gen;GasTurbine;0.0;4.877408317931586;NaN;6.826450499048952e-5;1.2568316695432476e-8;-1.3496887692717507;0.0
Gen;Baseload;0.0;4.877408317931586;NaN;6.826450499048952e-5;1.2568316695432476e-8;-1.3496887692717507;0.0
Gen;Peak;0.0;4.877408317931586;NaN;6.826450499048952e-5;1.2568316695432476e-8;-1.3496887692717507;0.0
Gen;WindOnshore;1.8310105070421223;4.877408317931586;NaN;1.8309733274847833;3.728169772898582e-9;-1.3496887692717507;-2.4712011331725847
Gen;SolarPanels;3.046397810657226;4.877408317931586;NaN;3.046441575630586;5.1658375355145836e-9;-1.3496887692717507;-4.111533873146382
Cons;TypeC;-0.9260303594103484;4.877408317931586;0.18986620986930994;-0.9265602509814493;7.572883005124709e-7;-1.3496887692717507;1.2498056481520914
Cons;TypeA;-1.511598734902993;4.877408317931586;0.30992668838851445;-1.5115469114655313;7.243353472574654e-9;-1.3496887692717507;2.0401109071891237
Cons;TypeD;-0.9274455810713731;4.877408317931586;0.19015637613672565;-0.9281239007702966;1.2409551439773736e-6;-1.3496887692717507;1.2517156849099165
Cons;TypeB;-1.511390155174655;4.877408317931586;0.3098839227900946;-1.5114568981361438;1.2014290895479007e-8;-1.3496887692717507;2.0398294000874206
