Timestep;Price;G_WindOffshore;G_GasTurbine;G_Baseload;G_Peak;G_WindOnshore;G_SolarPanels;G_TypeC;G_TypeA;G_TypeD;G_TypeB;Demand;Total_PV
1.0;0.03999994217848202;4.546747882428135;0.1803482364074876;4.9999999447611545;0.0;3.002626524657413;0.0;-0.20061470162860393;-0.20191058351852287;-0.20061342892853923;-0.20158391217356758;-11.925;0.0
2.0;0.01000020625916248;4.560974882854479;0.0;4.851558460599606;0.0;2.911890890811133;0.0;-0.1942236131016398;-0.19453487477853204;-0.19421818897006385;-0.19444795279071198;-11.547;0.0
3.0;0.03999998926132615;3.9471543941130567;0.31898050281861895;4.999999944761305;0.0;2.7799665454686817;0.0;-0.18550210233631237;-0.186699654095367;-0.1855012885233816;-0.186398637720393;-11.302;0.0
4.0;0.03999999407299291;3.9430893541644507;0.4049641712587243;4.999999944761318;0.0;2.631327581124048;0.0;-0.17933946968761028;-0.1804971771705657;-0.17933859797735785;-0.18020612284048199;-11.26;0.0
5.0;0.04000000018775987;3.745934886766459;0.9375862933058978;4.999999944761337;0.0;2.3680754320684523;0.0;-0.17365938249089824;-0.17478045732829559;-0.17365849441672288;-0.17449853015450945;-11.355;0.0
6.0;0.04000000467394036;3.7560974866269574;1.838650809163388;4.999999944761352;0.0;1.9418576685930202;0.0;-0.17241523997181643;-0.17352841989112358;-0.17241424414690296;-0.17324825834234073;-11.845;0.0
7.0;0.040000005322901086;3.747967406738517;3.4117033106424595;4.999999944761345;0.0;1.506387276084784;0.0;-0.17826205567932787;-0.17941314657071775;-0.17826033194734178;-0.1791226387099729;-12.951;0.0
8.0;0.19999999023312526;3.274390238055517;4.999999985671179;4.999999994971117;0.9931894128946008;1.144042498457114;0.0005357086917548996;-0.18410378793402618;-0.19023982809078313;-0.18410580612866928;-0.18870835206256228;-14.665;1.3983212717080622e-7
9.0;0.19999999872069915;3.5223577177574255;4.999999985671182;4.999999994971117;2.3494723663254224;0.9422755486753064;0.03749999356333189;-0.19037700672036856;-0.19671729980677216;-0.19037838624808687;-0.1951328798933006;-16.079;9.873198118555294e-6
10.0;0.2000000031798339;3.699186982563754;4.999999985671182;4.999999994971117;2.2866119149174886;0.905861983711306;0.1687499933425557;-0.18319201257768983;-0.18927508487729008;-0.18319328180023906;-0.18775046346440152;-16.317;4.524333158792585e-5
11.0;0.200000000213053;3.26016259307359;4.999999985671182;4.999999994971117;1.868282400342747;1.0921084035138588;0.415178563504154;-0.1714605344400208;-0.17711769951388562;-0.17146236721418423;-0.1756913668700795;-15.94;0.00011506375790243606
12.0;0.20000000490672878;3.424796742870941;4.999999985671183;4.999999994971118;0.34879777647035026;1.3678963682561234;0.761964278489649;-0.1595909565569384;-0.16479885766669392;-0.15959340799002736;-0.16347199259891262;-15.256;0.00022244857489321388
13.0;0.039999998235035916;3.495934890392044;4.096939239186167;4.999999944761341;0.0;1.6714421948834104;1.054107094271079;-0.15724636076377993;-0.15809695955467862;-0.1572423677747552;-0.15783802157066926;-14.688;0.0003298676622842441
