agent;weigthed_obj
TypeB;-1281.2238760768914
TypeC;-56.70410003017594
WindOffshore;-1229.4474956782942
GasTurbine;-2730.1795991957188
TypeA;-1281.3029905703097
Baseload;-3964.9273662139894
Peak;-0.6768855674017686
WindOnshore;-675.2710368402331
TypeD;-56.629501357869
SolarPanels;-405.04835552274744
