VAR_WindOffshore,VAR_GasTurbine,VAR_Baseload,VAR_Peak,VAR_WindOnshore,VAR_SolarPanels
956.8177284740096,2121.3673842365642,3335.678296321953,-0.003270846067629584,546.3270421884865,330.5685517795241
