CVAR_WindOffshore,CVAR_GasTurbine,CVAR_Baseload,CVAR_Peak,CVAR_WindOnshore,CVAR_SolarPanels
918.2085143197995,1857.4714314733455,3052.6591000518033,-0.005145220041955936,506.2805919541737,317.199499679107
