Generator;2018_base;2018_high;2018_low;2021_base;2021_high;2021_low;2022_base;2022_high;2022_low
WindOffshore;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
GasTurbine;1330.068397398197;1240.9349003025982;1418.869106802048;1273.9056562008943;1156.699091663749;1388.7746725754364;1188.0962085895496;1063.3970496472784;1306.8336365968923
Baseload;435.40433957212684;432.4903519469031;437.34436329430014;436.6311691208826;433.47129107433415;437.9705212150571;426.73175904211257;423.1252728206831;430.30000030288284
Peak;1976.2379989334493;1568.095614470949;2449.641226421857;1586.2275778121962;1309.417265167518;1931.2727804917367;813.2386014961484;599.2719086742825;1086.5047184403215
WindOnshore;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
SolarPanels;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
