Consumer;2018_base;2018_high;2018_low;2021_base;2021_high;2021_low;2022_base;2022_high;2022_low
TypeC;-0.0075533973570249885;-0.007195224508619601;-0.00686565054463322;-0.006539533372499515;-0.006334253003056145;-0.006353119019654847;-0.006821331824104471;-0.03656362075660151;-0.03756943032362002
TypeA;-0.007600688742224343;-0.007240205079721678;-0.006908526119112124;-0.006580255217332869;-0.006373660745451627;-0.006392641291387284;-0.006863875541298291;-0.03778106438488009;-0.03882036582830491
TypeD;-0.007551241209044166;-0.007193086028064947;-0.006863585716648779;-0.006537450867689217;-0.00633215339649871;-0.006351017623712408;-0.0068192643124987936;-0.036562854262393446;-0.03756863911635056
TypeB;-0.007580677046739811;-0.0072210639687704135;-0.006890227778199876;-0.006562752569905532;-0.006356481372923162;-0.006375571116011136;-0.0068457244634907355;-0.03746685508452456;-0.03849759502784048
