CVAR_WindOffshore,CVAR_GasTurbine,CVAR_Baseload,CVAR_Peak,CVAR_WindOnshore,CVAR_SolarPanels
1036.039130861651,2388.6947331752654,3607.122694211081,-0.008084365603777134,559.4952970613327,341.7938183034204
