VAR_WindOffshore,VAR_GasTurbine,VAR_Baseload,VAR_Peak,VAR_WindOnshore,VAR_SolarPanels
1274.5117311962554,3144.720655066879,4370.9146575082805,-0.003292607470295989,686.5632364108391,388.35340785021015
