Column1,Agent,0.2,0.4,0.6,0.8,1.0
0,TypeB,190.71487107200716,194.09970503178795,198.69529372344527,202.75456477314208,207.2180788913642
1,TypeC,-29.4030519353432,-25.98624871086713,-21.55338565571094,-17.717659461039375,-13.451277458611742
2,WindOffshore,1092.1841995518262,1124.6646896629245,1171.8585788524142,1242.033473041025,1307.4327973389154
3,GasTurbine,2392.7907595988363,2530.120615938271,2636.576040272339,2768.046771536756,2883.8236673391075
4,TypeA,559.9701360558516,563.2748834096453,568.155996295827,572.4149307443957,577.1215307384936
5,Baseload,3611.6790738025447,3754.051240219386,3867.329861887876,4006.908709944808,4126.941146995989
6,Peak,-0.0225279116566525,0.0083097783426637,-0.0064512593344261,0.0465581146054319,0.000207061500987
7,WindOnshore,603.9079483844052,623.6252327471593,642.7913301002664,681.4808515522163,725.9398096448458
8,TypeD,-29.407390827293423,-25.99695037201832,-21.564369291986797,-17.719252929309164,-13.452030783991203
9,SolarPanels,369.3825530309259,376.4799326364955,383.9150483524609,405.5106737548631,425.94283816416646
