agent;weigthed_obj
TypeB;-190.71487107200713
TypeC;29.4030519353432
WindOffshore;-1092.1841995518262
GasTurbine;-2392.7907595988363
TypeA;-559.9701360558516
Baseload;-3611.6790738025447
Peak;0.022527911656652577
WindOnshore;-603.9079483844052
TypeD;29.407390827293426
SolarPanels;-369.3825530309259
