iteration,WindOffshore,GasTurbine,Baseload,Peak,WindOnshore,SolarPanels,TypeC,TypeA,TypeD,TypeB
1,4.9999999998967395,5.0,5.0,10.0,4.9999999995875815,4.999999999948722,0.0,0.0,0.0,0.0
2,4.999999999985294,4.99999999998514,4.999999999992071,10.000000000000957,4.99999999999401,4.999999999986456,-2.4952190910017007e-13,9.032843074327578e-11,5.719464063064988e-10,1.1978973162029433e-10
3,4.99999999998756,4.999999999985993,4.9999999999707265,9.999999999994987,4.999999999955495,4.999999999919065,6.2594270413678445e-12,5.888617420072365e-11,2.8050782043219168e-11,7.619883816546155e-11
4,4.999999999988674,4.999999999957185,4.999999999942589,9.99999999998646,4.999999999931213,4.9999999998212745,-8.705678585499758e-11,4.6634241148654706e-11,2.603447466074372e-11,-8.97273903655721e-12
5,4.999999999923618,4.99999999993339,4.999999999977296,9.999999999991694,4.999999999985141,4.9999999998887885,-8.724278227806018e-12,1.9003444511448825e-10,2.157760477977785e-11,1.3433102552302626e-10
6,4.999999999986203,4.999999999983637,4.999999999909133,9.999999999985913,4.999999999983244,4.999999999831125,-3.3271450784339024e-11,1.1710721896387059e-10,4.785465987512488e-10,5.522029364637823e-10
7,4.999999999977764,4.999999999964303,4.999999999960198,9.999999999985041,4.999999999935605,4.9999999997659454,4.8921455997613735e-12,5.295784160155536e-11,-9.032350283013094e-10,7.016209234813673e-12
8,4.999999999980127,4.999999999940985,4.999999999873195,9.999999999976259,4.999999999967066,4.999999999730751,-4.127731539680208e-13,1.9117607040779748e-11,-9.448754349576543e-10,1.639708303097568e-10
9,4.999999999957972,4.999999999969088,4.999999999981286,9.999999999996541,4.999999999955304,4.999999999593803,4.461671731007636e-12,1.4898876885932266e-10,-7.631338210970705e-9,2.1559042035766668e-10
10,4.999999999944451,4.9999999999639915,4.999999999993392,9.999999999996296,4.999999999928883,4.999999999614175,1.177533941973229e-10,8.12484654288716e-11,-1.4622979516848428e-8,5.938162504555523e-10
11,4.99999999993178,4.999999999993,4.999999999989557,9.999999999988447,4.999999999947256,4.999999999340214,8.266922937565575e-11,2.4533553875253004e-10,8.180743461586327e-11,9.235162087072694e-10
12,4.999999999949548,4.999999999935753,4.999999999991568,9.9999999999893,4.99999999993577,4.999999998485258,1.0867973801253737e-10,1.804192272866722e-11,1.1010665115516092e-9,3.0239414358141386e-11
13,4.9999999999411315,4.999999999883616,4.999999999957271,9.999999999987502,4.999999999920497,4.999999997814724,1.246425310594724e-9,-8.580259836751992e-12,1.0379915862899962e-9,1.446760352604416e-10
14,4.999999999905284,4.999999999197148,4.999999999752229,9.9999999999497,4.999999999869923,4.9999997710871025,8.810333532257491e-12,-1.091165967923848e-9,5.5776757407651404e-11,-1.3587036470060787e-9
