VAR_WindOffshore,VAR_GasTurbine,VAR_Baseload,VAR_Peak,VAR_WindOnshore,VAR_SolarPanels
1808.9764326255627,3619.6667790081087,4889.6507748791055,1.1125115817102669,1042.2988464154519,516.7036909925804
