CVAR_WindOffshore,CVAR_GasTurbine,CVAR_Baseload,CVAR_Peak,CVAR_WindOnshore,CVAR_SolarPanels
1023.849771684406,2357.9562847393163,3573.102636945602,0.1168854006524781,553.0440664552114,341.3394716276638
