VAR_WindOffshore,VAR_GasTurbine,VAR_Baseload,VAR_Peak,VAR_WindOnshore,VAR_SolarPanels
1240.3439129643907,3125.205879995247,4342.391388069893,0.42409100654914067,675.7871036142453,388.9985473858324
