Generator;2018_base;2018_high;2018_low;2021_base;2021_high;2021_low;2022_base;2022_high;2022_low
WindOffshore;4.875012370259626e-8;4.796676832119874e-8;4.839862211507027e-8;25.99661934638025;55.200583007834396;9.091266139218714e-8;342.16989663330315;357.8973212780446;387.8039424103253
GasTurbine;2.109851522440249e-8;3.9949043153778745e-8;2.2624782472246953e-8;383.5594564657107;751.4228261497707;1.915849623487116e-8;1005.059883105534;1476.7888381728321;526.3168103853493
Baseload;1.911924056280402e-8;3.392681832947911e-8;1.938822141070665e-8;334.5140419988179;771.352261408534;1.878526253002227e-8;1008.307626239957;1514.4962925650834;525.4890337675577
Peak;0.37551450222490096;0.2980653971167425;0.3333718525856029;6.221626253206708e-9;7.170361172376336e-9;0.45832032522005334;5.492942347981757e-9;9.955616566234506e-9;0.19363816585413213
WindOnshore;7.705909455137272e-8;7.748328081897463e-8;7.89719326963854e-8;40.82572484190537;1.8911360698422188e-7;106.60655860637775;163.3808732861322;130.81448940426705;221.1847540974732
SolarPanels;2.483381678704508e-7;2.4825598134581e-7;2.4791208490285834e-7;66.69778625162192;30.74657723789996;86.38644195082884;19.42497154593315;5.519162258136991e-7;54.10323081140461
