agent_type,agent,g_cfd_total,Q_cfd_gen,cfd_payout_gen,cfd_premium_gen,cfd_penalty_gen,Q_cfd_con,cfd_payout_con,cfd_premium_con,cfd_penalty_con,share_cfd_con
Cons,TypeA,0.0,0.0,0.0,0.0,0.0,0.0,-0.0,0.0,1117.132891600926,0.0
Cons,TypeB,0.0,0.0,0.0,0.0,0.0,0.0,-0.0,0.0,1117.132891600926,0.0
Cons,TypeC,0.0,0.0,0.0,0.0,0.0,0.0,-0.0,0.0,1117.132891600926,0.0
Gen,Baseload,336.8788764302585,1.7545774814075985,222417.11634598637,-13519.27475408287,277.98788830654473,0.0,0.0,0.0,0.0,0.0
Gen,MidMerit,1185.58072055598,6.174899586229069,782754.4661027391,-47578.49965003083,277.69572520811016,0.0,0.0,0.0,0.0,0.0
Gen,Peak,538.9107922322861,2.806827042876488,355804.3936923726,-21627.010708808953,276.1348137453251,0.0,0.0,0.0,0.0,0.0
Gen,SolarPanels,1.1544540225258445e-11,4.919733080740985e-13,1.9980589358385146e-8,-3.7907259120828184e-9,279.28322289988256,0.0,0.0,0.0,0.0,0.0
Gen,WindOffshore,4.1947251449232176e-10,5.677998347442554e-12,1.4250464996876446e-7,-4.374980331488252e-8,279.2832228873467,0.0,0.0,0.0,0.0,0.0
Gen,WindOnshore,3.5146419183527264e-11,8.154894952898275e-13,1.0800846548783816e-8,-6.283465200435007e-9,279.28322290019605,0.0,0.0,0.0,0.0,0.0
