agent_type,agent,g_cfd_total,Q_cfd_gen,cfd_payout_gen,cfd_premium_gen,cfd_penalty_gen,Q_cfd_con,cfd_payout_con,cfd_premium_con,cfd_penalty_con,share_cfd_con
Cons,TypeA,0.0,0.0,0.0,0.0,0.0,0.0,-0.0,0.0,1104.4835557270485,0.0
Cons,TypeB,0.0,0.0,0.0,0.0,0.0,0.0,-0.0,0.0,1104.4835557270485,0.0
Cons,TypeC,0.0,0.0,0.0,0.0,0.0,0.0,-0.0,0.0,1104.4835557270485,0.0
Gen,Baseload,326.5187464264957,1.700618470971331,218692.3860561541,-12905.815766302454,275.1103776683252,0.0,0.0,0.0,0.0,0.0
Gen,MidMerit,1178.2254945493955,6.136591117444765,789139.8197965479,-46569.94837274431,274.81871804016373,0.0,0.0,0.0,0.0,0.0
Gen,Peak,545.1697800130529,2.8394259375679853,365138.2387736891,-21548.106561128134,273.2669272311473,0.0,0.0,0.0,0.0,0.0
Gen,SolarPanels,3.771061592152903e-12,1.5918358529471567e-13,2.2215901750264024e-9,-1.208027585199459e-9,276.12088893164736,0.0,0.0,0.0,0.0,0.0
Gen,WindOffshore,5.971031342139228e-10,7.306792396704146e-12,4.078908542922244e-7,-5.545048352945531e-8,276.120888915752,0.0,0.0,0.0,0.0,0.0
Gen,WindOnshore,6.174091497628267e-11,1.3788237807792425e-12,3.092208164348375e-8,-1.046374950800678e-8,276.1208889316222,0.0,0.0,0.0,0.0,0.0
