iteration,WindOffshore,GasTurbine,Baseload,Peak,WindOnshore,SolarPanels,TypeC,TypeA,TypeD,TypeB
1,4.999999999978034,4.999999999945169,4.999999999945169,9.999999999954177,4.999999999948018,4.999999999898543,0.0,0.0,0.0,0.0
2,4.999999999978945,4.999999999999522,4.9999999999899485,9.999999999990276,4.999999999974936,4.999999999990253,6.568978029062735e-10,1.9947550967876312e-8,6.313037817201416e-10,3.8328104821724454e-7
3,4.999999999934524,4.9999999999936415,4.999999999993964,9.999999999999163,4.9999999999247065,4.999999999969428,1.3707464820012503e-7,3.2067844819508045e-8,1.154456848027657e-7,2.5091090896403226e-7
4,4.999999999982715,4.99999999998596,4.999999999973809,9.99999999999896,4.999999999914101,4.9999999998577005,-1.5861806584134644e-8,5.5048697195589197e-8,-4.452761351971397e-8,1.6434838491478108e-7
5,4.9999999999763185,4.999999999968254,4.999999999985669,9.999999999990271,4.999999999934455,4.999999999742928,1.913091949447533e-7,2.2410485263053368e-7,-7.032263965637307e-8,-5.572895038578675e-7
6,4.999999999933002,4.999999999922066,4.999999999938913,9.999999999996422,4.9999999998731885,4.999999999959126,1.1075575926044422e-6,2.4145310861596117e-6,-6.605633961327403e-7,1.1614609895239918e-6
7,4.99999999991053,4.99999999992318,4.999999999976169,9.999999999994056,4.999999999900237,4.999999999947201,1.3801277513373624e-8,5.586367314957162e-7,-6.642379304241692e-7,-8.895903156916489e-8
8,4.999999999830453,4.9999999998504405,4.999999999935379,9.999999999991939,4.999999999924097,4.99999999982807,6.1436122233005314e-6,2.1792512724129353e-7,-4.978804517227653e-8,2.8760968948363e-7
9,4.999999999816424,4.999999999765482,4.9999999999710845,9.999999999991974,4.999999999941456,4.999999999900033,4.1423218056076745e-6,7.849387092595968e-7,1.938147823393184e-7,2.8628185610096076e-8
10,4.99999999977792,4.999999999665938,4.999999999849484,9.999999999993946,4.999999999919082,4.999999999842354,1.5038226922834905e-5,3.4285357630186023e-7,-4.355991476861496e-7,2.7502216082612e-7
11,4.99999999988706,4.999999999900137,4.999999999784521,9.999999999979558,4.999999999804975,4.9999999997102496,5.632666174956659e-7,8.556949661881129e-7,6.550334130879969e-7,-2.2353101194913168e-8
