agent_type;agent;Q_cfd;Q_cfd_total;share_cfd;Q_cfd_bar;cfd_penalty;ζ_cfd;cfd_premium
Gen;WindOffshore;1.3854218293355636;6.658276733549016;NaN;1.3848772783147967;1.206941529829919e-6;1.5900788338437486;2.2028170409511594
Gen;GasTurbine;0.0;6.658276733549016;NaN;8.867521072892793e-5;3.2004683462840914e-8;1.5900788338437486;0.0
Gen;Baseload;0.0;6.658276733549016;NaN;8.867521072892793e-5;3.2004683462840914e-8;1.5900788338437486;0.0
Gen;Peak;0.0;6.658276733549016;NaN;8.867521072892793e-5;3.2004683462840914e-8;1.5900788338437486;0.0
Gen;WindOnshore;1.364562079503607;6.658276733549016;NaN;1.3645349885586475;2.987151859201731e-9;1.5900788338437486;2.1696500939413457
Gen;SolarPanels;3.908292824709846;6.658276733549016;NaN;3.908394163770932;4.179869961262739e-8;1.5900788338437486;6.214175244681193
Cons;TypeC;-1.650959474863113;6.658276733549016;0.24798339543236916;-1.6506171647125853;4.769234056567484e-7;1.5900788338437486;-2.6250211943696615
Cons;TypeA;-1.6824709161875087;6.658276733549016;0.2527165910883312;-1.682142872810989;4.379974942736453e-7;1.5900788338437486;-2.6751243026537295
Cons;TypeD;-1.6511273137950262;6.658276733549016;0.2480086057835954;-1.650840506868979;3.3480223393667075e-7;1.5900788338437486;-2.625288057827076
Cons;TypeB;-1.6747199923244724;6.658276733549016;0.2515523587455278;-1.674471911884009;2.5049215501837807e-7;1.5900788338437486;-2.6628003542308876
