Consumer;2018_base;2018_high;2018_low;2021_base;2021_high;2021_low;2022_base;2022_high;2022_low
TypeC;1.644679754164713e-6;1.5624924221135927e-7;3.4770074375245485e-8;1.1740105592128458e-6;1.2606110559865158e-6;1.324399326874115e-6;7.733157891820497e-9;4.182403043007099e-6;2.0415238854987194e-7
TypeA;8.048663877158191e-6;3.332602719163802e-5;1.1519561928796662e-6;3.779322797003992e-5;4.572367839927871e-5;1.7655979449138215e-5;3.5537487647729904e-5;4.2956260615012454e-5;3.815847824228946e-5
TypeD;5.785644356715025e-6;1.9220833533672987e-6;7.819003888798193e-8;3.123789675374411e-6;3.83401817694029e-6;1.280454752228266e-6;1.2437118952490778e-6;5.733089415871362e-6;2.333992038083821e-6
TypeB;3.083945025683654e-5;3.882433929680573e-6;1.1537023603125363e-7;4.800569177065839e-6;3.7522714211313257e-6;2.4469859152276285e-6;3.551192713446838e-6;7.36681872082201e-6;2.9899247033782217e-6
