CVAR_WindOffshore,CVAR_GasTurbine,CVAR_Baseload,CVAR_Peak,CVAR_WindOnshore,CVAR_SolarPanels
987.803864211682,2175.5742909883766,3379.785564865555,0.005902032840997961,548.0554635195742,348.77272349050224
