VAR_WindOffshore,VAR_GasTurbine,VAR_Baseload,VAR_Peak,VAR_WindOnshore,VAR_SolarPanels
1172.5666626662312,2638.236129331524,3856.4001437173147,0.009294401800561767,624.582324173375,401.23193382013704
