Consumer;2018_base;2018_high;2018_low;2021_base;2021_high;2021_low;2022_base;2022_high;2022_low
TypeC;1.201051241461748e-6;1.4703426560735977e-6;5.943874110014846e-6;6.24765229773061e-7;4.804987883355594e-6;9.635710593869362e-7;1.0062535192645328e-5;7.513860270647044e-7;1.0705597133675582e-5
TypeA;2.989630314420566e-6;3.613185042272704e-6;7.570502486675679e-6;7.089507394475447e-7;8.729031411913724e-6;1.0054694632444239e-6;1.1617754858139762e-5;2.687691623926014e-6;1.328052990157147e-5
TypeD;4.1091098168521967e-7;5.64069713715476e-7;5.431685568768607e-6;2.5142654278553778e-6;3.182766453724284e-6;3.7443044240692558e-6;1.2121823367849949e-5;1.9269014718270583e-6;9.477534744228855e-6
TypeB;4.827879949154124e-7;5.461766030556703e-7;5.91286010731551e-6;6.135065930834571e-7;3.0210378909600877e-7;9.640816274192332e-7;1.3034113337528908e-5;2.0827758566710486e-6;1.0271706490705412e-5
