CVAR_WindOffshore,CVAR_GasTurbine,CVAR_Baseload,CVAR_Peak,CVAR_WindOnshore,CVAR_SolarPanels
941.377981062403,2175.7786727274874,3380.1824283152896,0.004681980127976706,521.029016695165,326.8976417868582
