Generator;2018_base;2018_high;2018_low;2021_base;2021_high;2021_low;2022_base;2022_high;2022_low
WindOffshore;4.243460725206205e-5;4.2888796258466755e-5;5.611885882217393e-6;5.8353780900688434e-6;2.723752174915717e-7;8.830738359222323e-6;3.070797447435325e-7;3.151171767967753e-7;3.0295609576569404e-7
GasTurbine;2.7362274977349443e-5;4.2953696606673475e-5;7.0170615344977705e-6;5.532811883313116e-6;3.498312253213953e-7;1.216441705764737e-5;3.058496531593846e-7;3.155262220388977e-7;1.9963317754445598e-7
Baseload;3.86499068554258e-5;2.2713855742040323e-5;4.810193786397576e-6;5.810755737911677e-6;2.989036147482693e-7;9.339608368463814e-6;3.604902758524986e-7;3.7715062717325054e-7;3.907459813490277e-7
Peak;4.238913388121546e-5;4.288025620458047e-5;5.616727321466897e-6;5.826592882840487e-6;2.674986490092124e-7;8.814560032988084e-6;3.007235704899358e-7;3.1631608976567804e-7;3.0069014655964565e-7
WindOnshore;4.2408248418723815e-5;4.288461104806629e-5;5.615587383545062e-6;5.836234990397315e-6;2.724345904425718e-7;8.815312813936771e-6;3.070560978812864e-7;3.148613814119017e-7;3.029317667824216e-7
SolarPanels;4.2383374122571035e-5;4.293587083610377e-5;5.739945224782106e-6;5.840818195303188e-6;2.753482421513631e-7;8.816082124978725e-6;3.186275933653171e-7;3.30916063273623e-7;3.0473050249314737e-7
