VAR_WindOffshore,VAR_GasTurbine,VAR_Baseload,VAR_Peak,VAR_WindOnshore,VAR_SolarPanels
1197.0597888486043,2638.5666485263228,3857.015301670105,0.007680948975939317,585.6482188301283,358.47845077784945
