CVAR_WindOffshore,CVAR_GasTurbine,CVAR_Baseload,CVAR_Peak,CVAR_WindOnshore,CVAR_SolarPanels
931.0979145622155,1858.3384612973382,3053.416797557204,-0.003589979625857181,480.9847940514471,311.1409263614446
