Generator;2018_base;2018_high;2018_low;2021_base;2021_high;2021_low;2022_base;2022_high;2022_low
WindOffshore;-150.92220641710074;-49.1854802468596;-189.4891310904106;-3.244833117014154;62.38373098221466;-70.83584893553784;139.02108525905152;197.67854194297348;101.81234297214552
GasTurbine;-1.5455082897354303e-8;-1.0820220097449777e-8;-1.8705704180836496e-8;-7.967037791632018e-9;-4.272511129170105e-9;-1.4257752114077795e-8;-2.3080276855625964e-9;2.0388642183034033e-9;-6.38659765789518e-9
Baseload;-7.843229361632867e-9;-5.491104029094271e-9;-9.492872295513262e-9;-4.043155584967056e-9;-2.168237139766275e-9;-7.2356014364155385e-9;-1.171290418245831e-9;1.034693880814926e-9;-3.241105246993802e-9
Peak;-1.274700609395595e-10;-8.924275103289666e-11;-1.542804569658297e-10;-6.571034264597546e-11;-3.5238714513365064e-11;-1.1759474490775773e-10;-1.903609522400026e-11;1.6816095253627645e-11;-5.267522652937108e-11
WindOnshore;-1.1239784813401237e-7;-5.43315416656404e-8;-1.1468668599493539e-7;1.5762870028909246e-8;5.7748534005648664e-8;-1.586262629955847e-8;1.0671251430888117e-7;1.5118605986872347e-7;7.277439519992144e-8
SolarPanels;-1.7523778946880627e-9;-6.157866901171917e-10;-2.6978377290936643e-9;2.5780178210284258e-9;3.2251389928581445e-9;1.629334924294986e-9;8.098566544714392e-10;1.8087879433540179e-9;3.6317286680696685e-11
