agent;weigthed_obj
TypeB;-1299.3426384528948
TypeC;-65.90342008696935
WindOffshore;-1085.0759848818016
GasTurbine;-2353.4147827073466
TypeA;-1299.4175423713025
Baseload;-3570.8300820426666
Peak;-0.003571288385501248
WindOnshore;-606.1647200767147
TypeD;-65.80348495575835
SolarPanels;-369.96043847064357
