Timestep;total_gen;total_demand;total_cons;PV_cons;tot_SOC;tot_charging;tot_discharging
1.0;12.633791433345023;-12.007;-0.6267027842476584;0.0;0.0;6.715770540968085e-6;0.0
2.0;12.107530029647602;-11.509;-0.5984847999006186;0.0;6.0441934868712775e-6;4.640944483931999e-6;0.0
3.0;11.763091396649388;-11.185;-0.5780837260967333;0.0;1.022043910306139e-5;8.855182491124902e-6;8.574203843384206e-7
4.0;11.554925601067104;-10.994;-0.5609386518220443;0.0;1.7236167172954498e-5;8.817004125686106e-6;1.0367441233109621e-6
5.0;11.632796776070432;-11.076;-0.5568023820264363;0.0;2.4017809354564743e-5;3.6356921877809944e-6;2.538053227620455e-6
6.0;12.255011982426034;-11.672;-0.5829363927355049;0.0;2.4467597220993042e-5;4.469247553171408e-6;2.090556879587445e-6
7.0;13.908645803499386;-13.253;-0.6555636054929279;0.0;2.616475810196719e-5;6.033577574797485e-6;1.4822098054816135e-6
8.0;16.301483013865802;-15.571;-0.730270468118888;0.0;2.9945587479767635e-5;6.060508720739237e-7;5.9597808175435735e-6
9.0;17.722731390787512;-16.964;-0.7587415826277057;1.6883102129464367e-6;2.386618583988803e-5;7.19322557536011e-7;5.045741235020807e-6
10.0;18.080386787589223;-17.35;-0.7301455303907185;4.027355926284606e-5;1.8904936193224696e-5;6.968278774147789e-7;4.858739149872683e-6
11.0;18.06687545988518;-17.376;-0.6908270405973058;0.0001404941935087457;1.4131717554025943e-5;5.479546117964081e-7;5.990920495482027e-6
12.0;17.80131651290533;-17.145;-0.6566540653993893;0.00024961335109288364;7.96701102473531e-6;4.118135002348326e-7;7.105659666397591e-6
13.0;17.394464867070532;-16.743;-0.6514163454669599;0.0003268410955429054;4.4179488689711406e-7;8.974853089831362e-6;4.3844454203464885e-7
14.0;17.386458134119408;-16.727;-0.6594084974025235;0.00040968915388609243;8.032083706157293e-6;8.6394155787696e-6;1.6600284388236925e-7
15.0;17.38814586703855;-16.705;-0.6830946133770325;0.0004475501019817361;1.5622432734526937e-5;8.554429119103139e-6;5.750150991226959e-7
16.0;17.595944638384204;-16.865;-0.7308882086707187;0.00034007617728472946;2.2681076852915784e-5;8.729201625604475e-6;5.697825911376172e-7
17.0;18.039660197746763;-17.257;-0.7828554281674124;0.00016372472808358617;2.9902124260505198e-5;5.727597512363312e-7;6.008365529601231e-6
18.0;19.03070818793192;-18.138;-0.8925600759246222;5.2190221263720684e-5;2.373878194479629e-5;7.050873430119226e-7;4.9246329014734195e-6
19.0;18.45661502840277;-17.525;-0.9315649612377386;0.0;1.8899298160503438e-5;6.984216844108739e-7;4.851874360433553e-6
20.0;17.815577855458407;-16.862;-0.9535703991820781;0.0;1.4135142055225699e-5;5.664921640809681e-7;5.961655442147039e-6
21.0;16.85816716036835;-15.922;-0.9362753075161528;0.0;8.019635706468812e-6;4.315222644428199e-7;7.097403424062863e-6
22.0;15.896232913817768;-14.977;-0.9191780288364668;0.0;5.213257965437745e-7;5.00980846240004e-6;1.337269610530808e-6
