Generator;2018_base;2018_high;2018_low;2021_base;2021_high;2021_low;2022_base;2022_high;2022_low
WindOffshore;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
GasTurbine;1336.8081439880068;1247.2960495792372;1425.7150760434215;1279.8641556733694;1162.272195910156;1394.1121258370383;1193.585184751881;1069.1403601941618;1312.2250014624265
Baseload;435.4830500406607;432.7678945550746;437.3464141636195;436.7947378556944;433.88870532608183;437.98723008407836;427.06972214831177;423.5110918871197;430.63758297259216
Peak;1983.6155192344854;1572.8760800358114;2459.0018058010364;1594.7890348998278;1314.5839108730845;1946.3725927002122;819.077151896327;604.0553009739831;1093.1664907008847
WindOnshore;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
SolarPanels;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
