CVAR_WindOffshore,CVAR_GasTurbine,CVAR_Baseload,CVAR_Peak,CVAR_WindOnshore,CVAR_SolarPanels
876.9851155479522,1901.4248065217764,3096.4044238006627,-0.03276212888198577,481.90559452225216,312.8479313765399
