agent,1,2,3,4,5,6,7,8,9
TypeA,-1752.6851913073663,-1754.021209789671,-1751.826537373688,-1764.7072644478026,-1765.802023132297,-1762.9414241857403,-1774.5336015166286,-1775.9964750736635,-1773.4692391644876
TypeB,-1753.1502145253999,-1754.5334203380642,-1752.2088196735438,-1765.4163496704257,-1766.588189030423,-1763.5414702059927,-1774.4957423152007,-1776.5744664533863,-1773.3482312589815
TypeC,-1039.1281496315855,-1043.5639905425114,-1036.1275028338152,-1053.3594597159358,-1056.7928195887987,-1047.6970007935606,-1062.7316147456845,-1067.3492438493088,-1058.7669823289893
TypeD,-1038.763085210567,-1043.1241577457467,-1035.7713697911722,-1053.7074564833688,-1057.1353099166909,-1048.041069739088,-1061.8396093895603,-1067.1805884662617,-1057.8234380256047
