agent,1,2,3,4,5,6,7,8,9
TypeA,-1752.9150582284299,-1754.3009556871093,-1752.0253800447135,-1764.7658696999188,-1765.8934318823285,-1762.9865194039153,-1774.894816846326,-1776.0942985069455,-1773.8010699549432
TypeB,-1753.5813875355045,-1755.0107545225626,-1752.501769901136,-1765.2484197681165,-1766.4561138213876,-1763.3922189754962,-1775.0102975679831,-1776.0391853770973,-1774.0768055271578
TypeC,-1039.525935509567,-1044.0508019635868,-1036.4922075881502,-1053.5603519967603,-1057.0769487176972,-1047.8700516299605,-1063.4323413258885,-1067.639336991077,-1059.3987873985134
TypeD,-1040.4673439024411,-1045.0546477862517,-1037.3188250999808,-1054.417422688576,-1058.0380683331814,-1048.6107163902761,-1064.1004127830429,-1068.3097409342108,-1059.9969655136392
