agent,1,2,3,4,5,6,7,8,9
TypeA,-1752.8847683059403,-1754.2296013635155,-1751.9962514768122,-1764.530632222058,-1765.6040226125674,-1762.9570057859405,-1774.6048921991305,-1775.8097467724483,-1773.5319356716516
TypeB,-1753.6147509563052,-1755.0304557904935,-1752.6322952153482,-1764.599929905227,-1765.7488699408698,-1763.5194444140157,-1774.5411878842096,-1775.8398524023564,-1773.3522628443052
TypeC,-1039.2864364574611,-1043.557469857315,-1036.281515154637,-1051.9471943612966,-1055.1328308062689,-1047.6536008428147,-1061.427955238155,-1065.3942962512826,-1057.5870872914866
TypeD,-1039.9726879920454,-1044.287301705931,-1036.892414128502,-1052.3048909525824,-1055.6264977147796,-1048.1342005346905,-1061.6794607096203,-1065.7604456251604,-1057.7226150429728
