agent,1,2,3,4,5,6,7,8,9
TypeA,-1752.9311171452155,-1754.313673655178,-1752.039062414935,-1764.7784634246207,-1765.8935482518536,-1763.001729291715,-1774.883200232272,-1776.1114002804113,-1773.7958368096042
TypeB,-1753.9528649374313,-1755.4633304436907,-1752.929944767909,-1765.7426624325692,-1767.0011768057889,-1763.8219907606106,-1775.7823287876495,-1777.1574011784837,-1774.5430554291693
TypeC,-1039.5531539887982,-1044.0677423588336,-1036.4914107760867,-1053.571334990809,-1057.0730663801864,-1047.8755192306978,-1063.3997579457289,-1067.6214526270528,-1059.385979547866
TypeD,-1040.5759674064805,-1045.2160098931345,-1037.3849971786674,-1054.5354595066967,-1058.1739294791914,-1048.6978057294923,-1064.286921088512,-1068.6534687549279,-1060.1211878048562
