agent,1,2,3,4,5,6,7,8,9
TypeA,-1751.9850374964753,-1753.220851053281,-1751.183396074308,-1763.5968024131002,-1764.5652209491423,-1762.0786104509,-1774.6552589995777,-1774.7750638555342,-1773.641035753506
TypeB,-1751.9024535755193,-1753.148064408308,-1751.0290896280133,-1763.2339997787428,-1764.243165623463,-1761.8907204986203,-1774.849646840913,-1774.3754479708098,-1773.7171020722503
TypeC,-1038.7684746651146,-1043.1320683779713,-1035.8114323899886,-1052.570006619049,-1055.846516437564,-1047.1617311129155,-1063.2171469672962,-1066.1169229185575,-1059.2539273904476
TypeD,-1036.292494468747,-1040.4355651226474,-1033.4478151987855,-1049.4776491205332,-1052.4007614894044,-1045.2685962122378,-1063.0073994457339,-1062.3884785841096,-1059.5297788301289
