agent,1,2,3,4,5,6,7,8,9
TypeA,-1752.9264671807948,-1754.3124430611617,-1752.0465461027661,-1764.7800601821061,-1765.9073112698502,-1762.9954044445208,-1774.9130393568098,-1776.1365714799122,-1773.8182983741176
TypeB,-1753.6276666604795,-1755.0968335679859,-1752.6452216260227,-1765.3808165062262,-1766.6155852455315,-1763.5010077590023,-1775.1211393076069,-1776.3826824510106,-1774.1775640150222
TypeC,-1039.5262532060447,-1044.0341165140596,-1036.51338095973,-1053.549799963697,-1057.0593742197952,-1047.8489717426176,-1063.4243456970003,-1067.6056169626759,-1059.394544202663
TypeD,-1040.47894305203,-1045.0923696862073,-1037.3479405494618,-1054.4295570961508,-1058.0619215646786,-1048.6092692054935,-1064.048347529328,-1068.334348129004,-1060.0145886815772
