agent,1,2,3,4,5,6,7,8,9
TypeA,-1752.8504529918362,-1754.2227537975903,-1751.962653314215,-1764.701973283481,-1765.6603446896365,-1762.9222441396105,-1774.6662907667194,-1775.8765812855804,-1773.6717797515198
TypeB,-1753.5915453205175,-1755.0679531747242,-1752.6069120630011,-1765.3295752579575,-1765.6749780993587,-1763.468713960434,-1774.4518990337588,-1775.7013463358285,-1773.7357275698969
TypeC,-1039.0032028372493,-1043.3803650765924,-1036.0064164223636,-1052.8877513209384,-1055.3040215355481,-1047.3311559747524,-1061.6568624767451,-1065.7154906406965,-1058.3885949879482
TypeD,-1040.2474242691612,-1044.7802706811808,-1037.084297863646,-1054.0713096040733,-1056.5814119624338,-1048.373156908728,-1062.7237789246283,-1066.9213697679606,-1059.1795782636405
