agent_type;agent;Q_cfd;Q_cfd_total;share_cfd;Q_cfd_bar;cfd_penalty;ζ_cfd;cfd_premium
Gen;WindOffshore;0.8599684640019785;6.109177996581982;NaN;0.8588390179702928;6.704509162513972e-6;0.32922629692822364;0.28399695295490257
Gen;GasTurbine;0.0;6.109177996581982;NaN;-0.0012727506949534062;8.513785547064195e-6;0.32922629692822364;0.0
Gen;Baseload;0.0;6.109177996581982;NaN;-0.0012727506949534062;8.513785547064195e-6;0.32922629692822364;0.0
Gen;Peak;0.0;6.109177996581982;NaN;-0.0012727506949534062;8.513785547064195e-6;0.32922629692822364;0.0
Gen;WindOnshore;1.4273116984760634;6.109177996581982;NaN;1.4263002152513957;5.377165326336808e-6;0.32922629692822364;0.4713570209281025
Gen;SolarPanels;3.821897834103941;6.109177996581982;NaN;3.821513227230188;7.774457486675601e-7;0.32922629692822364;1.2621478400956385
Cons;TypeC;-1.19707103472484;6.109177996581982;0.1959048804978039;-1.1977744992271047;2.6008804825394805e-6;0.32922629692822364;-0.3953220851266528
Cons;TypeA;-1.8582234686573758;6.109177996581982;0.30410479913517857;-1.859044563644968;3.5434215526208845e-6;0.32922629692822364;-0.6136618086576376
Cons;TypeD;-1.195823084551876;6.109177996581982;0.19570064906757975;-1.1968184526009638;5.2071898615224654e-6;0.32922629692822364;-0.39490996065767864
Cons;TypeB;-1.8484059833881816;6.109177996581982;0.30249813317914154;-1.8491966928939798;3.2860180212423984e-6;0.32922629692822364;-0.6104196712783717
