agent_type;agent;Q_cfd;Q_cfd_total;share_cfd;Q_cfd_bar;cfd_penalty;ζ_cfd;cfd_premium
Gen;WindOffshore;1.9619476864533676;1.9619477092097308;NaN;1.9611886189490366;1.4127175429479166e-6;-17.01017760673761;-33.37298430909885
Gen;GasTurbine;0.0;1.9619477092097308;NaN;0.0002344258380139297;1.347427770663689e-7;-17.01017760673761;0.0
Gen;Baseload;0.0;1.9619477092097308;NaN;0.0002344258380139297;1.347427770663689e-7;-17.01017760673761;0.0
Gen;Peak;0.0;1.9619477092097308;NaN;0.0002344258380139297;1.347427770663689e-7;-17.01017760673761;0.0
Gen;WindOnshore;2.2493061778145178e-8;1.9619477092097308;NaN;0.0002344513322902468;1.3474622715168008e-7;-17.01017760673761;-3.8260989473302765e-7
Gen;SolarPanels;2.633014630286787e-10;1.9619477092097308;NaN;0.00023442610374283925;1.3474277985685387e-7;-17.01017760673761;-4.4787919957761435e-9
Cons;TypeC;-0.34199769619841014;1.9619477092097308;0.17440371269621333;-0.34246977422066216;5.464143597033733e-7;-17.01017760673761;5.817425116777586
Cons;TypeA;-0.6326570749340124;1.9619477092097308;0.3226271520496024;-0.6325456546550928;3.0438484177608416e-8;-17.01017760673761;10.761578802837773
Cons;TypeD;-0.34547561268804916;1.9619477092097308;0.17617729642201868;-0.3469522245572976;5.345979015358715e-6;-17.01017760673761;5.876584926816608
Cons;TypeB;-0.6408372360693367;1.9619477092097308;0.32679867275957286;-0.640393120466059;4.836003462127536e-7;-17.01017760673761;10.900724403457012
