VAR_WindOffshore,VAR_GasTurbine,VAR_Baseload,VAR_Peak,VAR_WindOnshore,VAR_SolarPanels
882.9947968281999,2120.1781666077845,3334.5239972818395,0.017466579386764422,544.2560305950602,344.4938305497613
